row,merchant_id,merchant_name,segmentation
5949,,,No
5950,,,No
5951,,,No
5952,,,No
5953,,,No
5954,,,No
5955,,,No
5956,,,No
5957,,,No
5958,,,No
5959,,,No
5960,,,No
5961,,,No
5962,,,No
5963,,,No
5964,,,No
5965,,,No
5966,,,No
5967,,,No
5968,,,No
5969,,,No
5970,,,No
5971,,,No
5972,,,No
5973,,,No
5974,,,No
5975,,,No
5976,,,No
5977,,,No
5978,,,No
5979,,,No
5980,,,No
5981,,,No
5982,,,No
5983,,,No
5984,,,No
5985,,,No
5986,,,No
5987,,,No
5988,,,No
5989,,,No
5990,,,No
5991,,,No
5992,,,No
5993,,,No
5994,,,No
5995,,,No
5996,,,No
5997,,,No
5998,,,No
5999,,,No
6000,,,No
6001,,,No
6002,,,No
6003,,,No
6004,,,No
6005,,,No
6006,,,No
6007,,,No
6008,,,No
6009,,,No
6010,,,No
6011,,,No
6012,,,No
6013,,,No
6014,,,No
6015,,,No
6016,,,No
6017,,,No
6018,,,No
6019,,,No
6020,,,No
6021,,,No
6022,,,No
6023,,,No
6024,,,No
6025,,,No
6026,,,No
6027,,,No
6028,,,No
6029,,,No
6030,,,No
6031,,,No
6032,,,No
6033,,,No
6034,,,No
6035,,,No
6036,,,No
6037,,,No
6038,,,No
6039,,,No
6040,,,No
6041,,,No
6042,,,No
6043,,,No
6044,,,No
6045,,,No
6046,,,No
6047,,,No
6048,,,No
6049,,,No
6050,,,No
6051,,,No
6052,,,No
6053,,,No
6054,,,No
6055,,,No
6056,,,No
6057,,,No
6058,,,No
6059,,,No
6060,,,No
6061,,,No
6062,,,No
6063,,,No
6064,,,No
6065,,,No
6066,,,No
6067,,,No
6068,,,No
6069,,,No
6070,,,No
6071,,,No
6072,,,No
6073,,,No
6074,,,No
6075,,,No
6076,,,No
6077,,,No
6078,,,No
6079,,,No
6080,,,No
6081,,,No
6082,,,No
6083,,,No
6084,,,No
6085,,,No
6086,,,No
6087,,,No
6088,,,No
6089,,,No
6090,,,No
6091,,,No
6092,,,No
6093,,,No
6094,,,No
6095,,,No
6096,,,No
6097,,,No
6098,,,No
6099,,,No
6100,,,No
6101,,,No
6102,,,No
6103,,,No
6104,,,No
6105,,,No
6106,,,No
6107,,,No
6108,,,No
6109,,,No
6110,,,No
6111,,,No
6112,,,No
6113,,,No
6114,,,No
6115,,,No
6116,,,No
6117,,,No
6118,,,No
6119,,,No
6120,,,No
6121,,,No
6122,,,No
6123,,,No
6124,,,No
6125,,,No
6126,,,No
6127,,,No
6128,,,No
6129,,,No
6130,,,No
6131,,,No
6132,,,No
6133,,,No
6134,,,No
6135,,,No
6136,,,No
6137,,,No
6138,,,No
6139,,,No
6140,,,No
6141,,,No
6142,,,No
6143,,,No
6144,,,No
6145,,,No
6146,,,No
6147,,,No
6148,,,No
6149,,,No
6150,,,No
6151,,,No
6152,,,No
6153,,,No
6154,,,No
6155,,,No
6156,,,No
6157,,,No
6158,,,No
6159,,,No
6160,,,No
6161,,,No
6162,,,No
6163,,,No
6164,,,No
6165,,,No
6166,,,No
6167,,,No
6168,,,No
6169,,,No
6170,,,No
6171,,,No
6172,,,No
6173,,,No
6174,,,No
6175,,,No
6176,,,No
6177,,,No
6178,,,No
6179,,,No
6180,,,No
6181,,,No
6182,,,No
6183,,,No
6184,,,No
6185,,,No
6186,,,No
6187,,,No
6188,,,No
6189,,,No
6190,,,No
6191,,,No
6192,,,No
6193,,,No
6194,,,No
6195,,,No
6196,,,No
6197,,,No
6198,,,No
6199,,,No
6200,,,No
6201,,,No
6202,,,No
6203,,,No
6204,,,No
6205,,,No
6206,,,No
6207,,,No
6208,,,No
6209,,,No
6210,,,No
6211,,,No
6212,,,No
6213,,,No
6214,,,No
6215,,,No
6216,,,No
6217,,,No
6218,,,No
6219,,,No
6220,,,No
6221,,,No
6222,,,No
6223,,,No
6224,,,No
6225,,,No
6226,,,No
6227,,,No
6228,,,No
6229,,,No
6230,,,No
6231,,,No
6232,,,No
6233,,,No
6234,,,No
6235,,,No
6236,,,No
6237,,,No
6238,,,No
6239,,,No
6240,,,No
6241,,,No
6242,,,No
6243,,,No
6244,,,No
6245,,,No
6246,,,No
6247,,,No
6248,,,No
6249,,,No
6250,,,No
6251,,,No
6252,,,No
6253,,,No
6254,,,No
6255,,,No
6256,,,No
6257,,,No
6258,,,No
6259,,,No
6260,,,No
6261,,,No
6262,,,No
6263,,,No
6264,,,No
6265,,,No
6266,,,No
6267,,,No
6268,,,No
6269,,,No
6270,,,No
6271,,,No
6272,,,No
6273,,,No
6274,,,No
6275,,,No
6276,,,No
6277,,,No
6278,,,No
6279,,,No
6280,,,No
6281,,,No
6282,,,No
6283,,,No
6284,,,No
6285,,,No
6286,,,No
6287,,,No
6288,,,No
6289,,,No
6290,,,No
6291,,,No
6292,,,No
6293,,,No
6294,,,No
6295,,,No
6296,,,No
6297,,,No
6298,,,No
6299,,,No
6300,,,No
6301,,,No
6302,,,No
6303,,,No
6304,,,No
6305,,,No
6306,,,No
6307,,,No
6308,,,No
6309,,,No
6310,,,No
6311,,,No
6312,,,No
6313,,,No
6314,,,No
6315,,,No
6316,,,No
6317,,,No
6318,,,No
6319,,,No
6320,,,No
6321,,,No
6322,,,No
6323,,,No
6324,,,No
6325,,,No
6326,,,No
6327,,,No
6328,,,No
6329,,,No
6330,,,No
6331,,,No
6332,,,No
6333,,,No
6334,,,No
6335,,,No
6336,,,No
6337,,,No
6338,,,No
6339,,,No
6340,,,No
6341,,,No
6342,,,No
6343,,,No
6344,,,No
6345,,,No
6346,,,No
6347,,,No
6348,,,No
6349,,,No
6350,,,No
6351,,,No
6352,,,No
6353,,,No
6354,,,No
6355,,,No
6356,,,No
6357,,,No
6358,,,No
6359,,,No
6360,,,No
6361,,,No
6362,,,No
6363,,,No
6364,,,No
6365,,,No
6366,,,No
6367,,,No
6368,,,No
6369,,,No
6370,,,No
6371,,,No
6372,,,No
6373,,,No
6374,,,No
6375,,,No
6376,,,No
6377,,,No
6378,,,No
6379,,,No
6380,,,No
6381,,,No
6382,,,No
6383,,,No
6384,,,No
6385,,,No
6386,,,No
6387,,,No
6388,,,No
6389,,,No
6390,,,No
6391,,,No
6392,,,No
6393,,,No
6394,,,No
6395,,,No
6396,,,No
6397,,,No
6398,,,No
6399,,,No
6400,,,No
6401,,,No
6402,,,No
6403,,,No
6404,,,No
6405,,,No
6406,,,No
6407,,,No
6408,,,No
6409,,,No
6410,,,No
6411,,,No
6412,,,No
6413,,,No
6414,,,No
6415,,,No
6416,,,No
6417,,,No
6418,,,No
6419,,,T20
6420,,,No
6421,,,No
6422,,,No
6423,,,No
6424,,,No
6425,,,No
6426,,,No
6427,,,No
6428,,,No
6429,,,No
6430,,,No
6431,,,No
6432,,,No
6433,,,No
6434,,,No
6435,,,No
6436,,,No
6437,,,No
6438,,,No
6439,,,No
6440,,,No
6441,,,No
6442,,,No
6443,,,No
6444,,,No
6445,,,No
6446,,,T20 (T3 - A1)
6447,,,T20
6448,,,T20
6449,,,T20 (T3 - B2)
6450,,,No
6451,,,T20 (T3 - B3)
6452,,,T20
6453,,,No
6454,,,T20
6455,,,No
6456,,,T20
6457,,,No
6458,,,T20
6459,,,No
6460,,,No
6461,,,T20
6462,,,No
6463,,,No
6464,,,No
6465,,,No
6466,,,No
6467,,,No
6468,,,No
6469,,,T20
6470,,,No
6471,,,No
6472,,,No
6473,,,No
6474,,,No
6475,,,No
6476,,,No
6477,,,T20
6478,,,No
6479,,,No
6480,,,No
6481,,,No
6482,,,No
6483,,,No
6484,,,No
6485,,,No
6486,,,No
6487,,,No
6488,,,No
6489,,,No
6490,,,No
6491,,,No
6492,,,No
6493,,,No
6494,,,No
6495,,,No
6496,,,No
6497,,,No
6498,,,No
6499,,,No
6500,,,No
6501,,,No
6502,,,No
6503,,,No
6504,,,No
6505,,,No
6506,,,No
6507,,,No
6508,,,No
6509,,,No
6510,,,No
6511,,,No
6512,,,No
6513,,,No
6514,,,No
6515,,,No
6516,,,No
6517,,,No
6518,,,No
6519,,,No
6520,,,No
6521,,,No
6522,,,No
6523,,,No
6524,,,No
6525,,,No
6526,,,No
6527,,,No
6528,,,No
6529,,,No
6530,,,No
6531,,,No
6532,,,No
6533,,,No
6534,,,No
6535,,,No
6536,,,No
6537,,,No
6538,,,No
6539,,,No
6540,,,No
6541,,,No
6542,,,No
6543,,,No
6544,,,No
6545,,,No
6546,,,No
6547,,,No
6548,,,No
6549,,,No
6550,,,No
6551,,,No
6552,,,No
6553,,,No
6554,,,No
6555,,,No
6556,,,No
6557,,,No
6558,,,No
6559,,,No
6560,,,No
6561,,,No
6562,,,No
6563,,,No
6564,,,No
6565,,,No
6566,,,No
6567,,,No
6568,,,No
6569,,,No
6570,,,No
6571,,,No
6572,,,No
6573,,,No
6574,,,No
6575,,,No
6576,,,No
6577,,,No
6578,,,No
6579,,,No
6580,,,No
6581,,,No
6582,,,No
6583,,,No
6584,,,No
6585,,,No
6586,,,No
6587,,,No
6588,,,No
6589,,,No
6590,,,No
6591,,,No
6592,,,No
6593,,,No
6594,,,No
6595,,,No
6596,,,No
6597,,,No
6598,,,No
6599,,,No
6600,,,No
6601,,,No
6602,,,No
6603,,,No
6604,,,No
6605,,,No
6606,,,No
6607,,,No
6608,,,No
6609,,,No
6610,,,No
6611,,,No
6612,,,No
6613,,,No
6614,,,No
6615,,,No
6616,,,No
6617,,,No
6618,,,No
6619,,,No
6620,,,No
6621,,,No
6622,,,No
6623,,,No
6624,,,No
6625,,,No
6626,,,No
6627,,,No
6628,,,No
6629,,,No
6630,,,No
6631,,,No
6632,,,No
6633,,,No
6634,,,No
6635,,,No
6636,,,No
6637,,,No
6638,,,No
6639,,,No
6640,,,No
6641,,,No
6642,,,No
6643,,,No
6644,,,No
6645,,,No
6646,,,No
6647,,,No
6648,,,No
6649,,,No
6650,,,No
6651,,,No
6652,,,No
6653,,,No
6654,,,No
6655,,,No
6656,,,No
6657,,,No
6658,,,No
6659,,,No
6660,,,No
6661,,,No
6662,,,No
6663,,,No
6664,,,No
6665,,,No
6666,,,No
6667,,,No
6668,,,No
6669,,,No
6670,,,No
6671,,,No
6672,,,No
6673,,,No
6674,,,No
6675,,,No
6676,,,No
6677,,,No
6678,,,No
6679,,,No
6680,,,No
6681,,,No
6682,,,No
6683,,,No
6684,,,No
6685,,,No
6686,,,No
6687,,,No
6688,,,No
6689,,,No
6690,,,No
6691,,,No
6692,,,No
6693,,,No
6694,,,No
6695,,,No
6696,,,No
6697,,,No
6698,,,No
6699,,,No
6700,,,No
6701,,,No
6702,,,No
6703,,,No
6704,,,No
6705,,,No
6706,,,No
6707,,,No
6708,,,No
6709,,,No
6710,,,No
6711,,,No
6712,,,No
6713,,,No
6714,,,No
6715,,,No
6716,,,No
6717,,,No
6718,,,No
6719,,,No
6720,,,No
6721,,,No
6722,,,No
6723,,,No
6724,,,No
6725,,,No
6726,,,No
6727,,,No
6728,,,No
6729,,,No
6730,,,No
6731,,,No
6732,,,No
6733,,,No
6734,,,No
6735,,,No
6736,,,No
6737,,,T20 (T3 - C2)
6738,,,T20
6739,,,No
6740,,,No
6741,,,No
6742,,,T20
6743,,,No
6744,,,No
6745,,,No
6746,,,No
6747,,,No
6748,,,No
6749,,,No
6750,,,No
6751,,,No
6752,,,No
6753,,,No
6754,,,No
6755,,,No
6756,,,No
6757,,,No
6758,,,No
6759,,,No
6760,,,No
6761,,,No
6762,,,No
6763,,,No
6764,,,No
6765,,,No
6766,,,No
6767,,,No
6768,,,T20
6769,,,No
6770,,,No
6771,,,No
6772,,,No
6773,,,No
6774,,,No
6775,,,No
6776,,,No
6777,,,No
6778,,,No
6779,,,No
6780,,,No
6781,,,No
6782,,,No
6783,,,No
6784,,,No
6785,,,No
6786,,,No
6787,,,No
6788,,,No
6789,,,No
6790,,,No
6791,,,No
6792,,,No
6793,,,No
6794,,,No
6795,,,No
6796,,,No
6797,,,No
6798,,,No
6799,,,No
6800,,,No
6801,,,No
6802,,,No
6803,,,No
6804,,,No
6805,,,No
6806,,,No
6807,,,No
6808,,,No
6809,,,No
6810,,,No
6811,,,No
6812,,,No
6813,,,No
6814,,,No
6815,,,No
6816,,,No
6817,,,No
6818,,,No
6819,,,No
6820,,,No
6821,,,No
6822,,,No
6823,,,No
6824,,,No
6825,,,No
6826,,,No
6827,,,No
6828,,,No
6829,,,No
6830,,,No
6831,,,No
6832,,,No
6833,,,No
6834,,,No
6835,,,No
6836,,,No
6837,,,No
6838,,,No
6839,,,No
6840,,,No
6841,,,No
6842,,,No
6843,,,No
6844,,,No
6845,,,No
6846,,,No
6847,,,No
6848,,,No
6849,,,No
6850,,,No
6851,,,No
6852,,,No
6853,,,No
6854,,,No
6855,,,No
6856,,,No
6857,,,No
6858,,,No
6859,,,No
6860,,,No
6861,,,No
6862,,,No
6863,,,No
6864,,,No
6865,,,No
6866,,,No
6867,,,No
6868,,,No
6869,,,No
6870,,,No
6871,,,No
6872,,,No
6873,,,No
6874,,,No
6875,,,No
6876,,,No
6877,,,No
6878,,,No
6879,,,No
6880,,,No
6881,,,No
6882,,,No
6883,,,No
6884,,,No
6885,,,No
6886,,,No
6887,,,No
6888,,,No
6889,,,No
6890,,,No
6891,,,No
6892,,,No
6893,,,No
6894,,,No
6895,,,No
6896,,,No
6897,,,No
6898,,,No
6899,,,No
6900,,,No
6901,,,No
6902,,,No
6903,,,No
6904,,,No
6905,,,No
6906,,,No
6907,,,No
6908,,,No
6909,,,No
6910,,,No
6911,,,No
6912,,,No
6913,,,No
6914,,,No
6915,,,No
6916,,,No
6917,,,No
6918,,,No
6919,,,No
6920,,,No
6921,,,No
6922,,,No
6923,,,No
6924,,,No
6925,,,No
6926,,,No
6927,,,No
6928,,,No
6929,,,No
6930,,,No
6931,,,No
6932,,,No
6933,,,No
6934,,,No
6935,,,No
6936,,,No
6937,,,No
6938,,,No
6939,,,No
6940,,,T20
6941,,,T20
6942,,,T20
6943,,,No
6944,,,No
6945,,,No
6946,,,T20
6947,,,No
6948,,,No
6949,,,No
6950,,,No
6951,,,No
6952,,,No
6953,,,No
6954,,,No
6955,,,No
6956,,,No
6957,,,No
6958,,,No
6959,,,No
6960,,,No
6961,,,No
6962,,,No
6963,,,No
6964,,,No
6965,,,No
6966,,,No
6967,,,No
6968,,,No
6969,,,No
6970,,,No
6971,,,No
6972,,,No
6973,,,No
6974,,,No
6975,,,No
6976,,,No
6977,,,No
6978,,,No
6979,,,No
6980,,,No
6981,,,No
6982,,,No
6983,,,No
6984,,,No
6985,,,No
6986,,,No
6987,,,No
6988,,,No
6989,,,No
6990,,,No
6991,,,No
6992,,,No
6993,,,No
6994,,,No
6995,,,No
6996,,,No
6997,,,No
6998,,,No
6999,,,No
7000,,,No
7001,,,No
7002,,,No
7003,,,No
7004,,,No
7005,,,No
7006,,,No
7007,,,No
7008,,,No
7009,,,No
7010,,,No
7011,,,No
7012,,,No
7013,,,No
7014,,,No
7015,,,No
7016,,,No
7017,,,No
7018,,,No
7019,,,No
7020,,,No
7021,,,No
7022,,,No
7023,,,No
7024,,,No
7025,,,No
7026,,,No
7027,,,No
7028,,,No
7029,,,No
7030,,,No
7031,,,No
7032,,,No
7033,,,No
7034,,,No
7035,,,No
7036,,,No
7037,,,No
7038,,,No
7039,,,No
7040,,,No
7041,,,No
7042,,,No
7043,,,No
7044,,,No
7045,,,No
7046,,,No
7047,,,No
7048,,,No
7049,,,No
7050,,,No
7051,,,No
7052,,,No
7053,,,No
7054,,,No
7055,,,No
7056,,,No
7057,,,No
7058,,,No
7059,,,No
7060,,,No
7061,,,No
7062,,,No
7063,,,No
7064,,,No
7065,,,No
7066,,,No
7067,,,No
7068,,,No
7069,,,No
7070,,,No
7071,,,No
7072,,,No
7073,,,No
7074,,,No
7075,,,No
7076,,,No
7077,,,No
7078,,,No
7079,,,No
7080,,,No
7081,,,No
7082,,,No
7083,,,No
7084,,,No
7085,,,No
7086,,,No
7087,,,No
7088,,,No
7089,,,No
7090,,,No
7091,,,No
7092,,,No
7093,,,No
7094,,,No
7095,,,No
7096,,,No
7097,,,No
7098,,,No
7099,,,No
7100,,,T20
7101,,,No
7102,,,No
7103,,,No
7104,,,No
7105,,,No
7106,,,No
7107,,,No
7108,,,No
7109,,,No
7110,,,No
7111,,,No
7112,,,No
7113,,,No
7114,,,No
7115,,,No
7116,,,No
7117,,,No
7118,,,T20
7119,,,T20
7120,,,T20
7121,,,T20
7122,,,No
7123,,,T20
7124,,,T20
7125,,,T20
7126,,,No
7127,,,No
7128,,,No
7129,,,No
7130,,,No
7131,,,T20
7132,,,No
7133,,,No
7134,,,No
7135,,,No
7136,,,No
7137,,,No
7138,,,No
7139,,,No
7140,,,T20
7141,,,No
7142,,,No
7143,,,No
7144,,,No
7145,,,No
7146,,,No
7147,,,No
7148,,,No
7149,,,No
7150,,,No
7151,,,No
7152,,,No
7153,,,No
7154,,,No
7155,,,No
7156,,,No
7157,,,No
7158,,,No
7159,,,No
7160,,,No
7161,,,No
7162,,,No
7163,,,No
7164,,,No
7165,,,No
7166,,,No
7167,,,No
7168,,,No
7169,,,No
7170,,,No
7171,,,No
7172,,,No
7173,,,No
7174,,,No
7175,,,No
7176,,,No
7177,,,No
7178,,,No
7179,,,No
7180,,,No
7181,,,No
7182,,,No
7183,,,No
7184,,,No
7185,,,No
7186,,,No
7187,,,No
7188,,,No
7189,,,No
7190,,,No
7191,,,No
7192,,,No
7193,,,No
7194,,,No
7195,,,No
7196,,,No
7197,,,No
7198,,,T20
7199,,,No
7200,,,No
7201,,,No
7202,,,No
7203,,,No
7204,,,No
7205,,,No
7206,,,No
7207,,,No
7208,,,No
7209,,,No
7210,,,No
7211,,,No
7212,,,No
7213,,,No
7214,,,No
7215,,,No
7216,,,No
7217,,,No
7218,,,No
7219,,,No
7220,,,No
7221,,,No
7222,,,No
7223,,,No
7224,,,No
7225,,,No
7226,,,No
7227,,,No
7228,,,No
7229,,,No
7230,,,No
7231,,,No
7232,,,No
7233,,,No
7234,,,No
7235,,,No
7236,,,No
7237,,,No
7238,,,No
7239,,,No
7240,,,No
7241,,,No
7242,,,No
7243,,,No
7244,,,No
7245,,,No
7246,,,No
7247,,,No
7248,,,No
7249,,,No
7250,,,No
7251,,,No
7252,,,No
7253,,,No
7254,,,No
7255,,,No
7256,,,No
7257,,,No
7258,,,No
7259,,,No
7260,,,No
7261,,,No
7262,,,No
7263,,,No
7264,,,No
7265,,,No
7266,,,No
7267,,,No
7268,,,No
7269,,,No
7270,,,No
7271,,,No
7272,,,No
7273,,,T20
7274,,,T20
7275,,,T20
7276,,,T20
7277,,,No
7278,,,T20
7279,,,T20
7280,,,No
7281,,,No
7282,,,No
7283,,,No
7284,,,No
7285,,,No
7286,,,T20
7287,,,No
7288,,,No
7289,,,No
7290,,,No
7291,,,T20
7292,,,No
7293,,,No
7294,,,No
7295,,,No
7296,,,No
7297,,,No
7298,,,No
7299,,,No
7300,,,No
7301,,,No
7302,,,No
7303,,,No
7304,,,No
7305,,,No
7306,,,No
7307,,,No
7308,,,No
7309,,,No
7310,,,No
7311,,,No
7312,,,No
7313,,,No
7314,,,No
7315,,,No
7316,,,No
7317,,,No
7318,,,No
7319,,,No
7320,,,No
7321,,,No
7322,,,No
7323,,,No
7324,,,No
7325,,,No
7326,,,No
7327,,,No
7328,,,No
7329,,,No
7330,,,No
7331,,,No
7332,,,No
7333,,,No
7334,,,No
7335,,,No
7336,,,No
7337,,,No
7338,,,No
7339,,,No
7340,,,No
7341,,,No
7342,,,No
7343,,,No
7344,,,No
7345,,,No
7346,,,No
7347,,,No
7348,,,No
7349,,,No
7350,,,No
7351,,,No
7352,,,No
7353,,,No
7354,,,No
7355,,,No
7356,,,No
7357,,,No
7358,,,No
7359,,,No
7360,,,No
7361,,,No
7362,,,No
7363,,,No
7364,,,No
7365,,,No
7366,,,No
7367,,,No
7368,,,No
7369,,,No
7370,,,No
7371,,,No
7372,,,No
7373,,,No
7374,,,No
7375,,,No
7376,,,No
7377,,,No
7378,,,No
7379,,,No
7380,,,No
7381,,,No
7382,,,No
7383,,,No
7384,,,No
7385,,,No
7386,,,No
7387,,,No
7388,,,No
7389,,,No
7390,,,No
7391,,,No
7392,,,No
7393,,,No
7394,,,No
7395,,,No
7396,,,No
7397,,,No
7398,,,No
7399,,,No
7400,,,No
7401,,,No
7402,,,No
7403,,,No
7404,,,No
7405,,,No
7406,,,No
7407,,,No
7408,,,No
7409,,,No
7410,,,No
7411,,,No
7412,,,No
7413,,,No
7414,,,No
7415,,,No
7416,,,No
7417,,,No
7418,,,No
7419,,,No
7420,,,No
7421,,,No
7422,,,No
7423,,,No
7424,,,No
7425,,,No
7426,,,No
7427,,,No
7428,,,No
7429,,,No
7430,,,No
7431,,,No
7432,,,No
7433,,,No
7434,,,No
7435,,,No
7436,,,No
7437,,,No
7438,,,No
7439,,,No
7440,,,No
7441,,,No
7442,,,No
7443,,,No
7444,,,No
7445,,,No
7446,,,No
7447,,,No
7448,,,No
7449,,,No
7450,,,No
7451,,,No
7452,,,No
7453,,,No
7454,,,No
7455,,,No
7456,,,No
7457,,,No
7458,,,No
7459,,,No
7460,,,No
7461,,,No
7462,,,No
7463,,,No
7464,,,No
7465,,,No
7466,,,No
7467,,,No
7468,,,No
7469,,,No
7470,,,No
7471,,,No
7472,,,No
7473,,,No
7474,,,No
7475,,,No
7476,,,No
7477,,,No
7478,,,No
7479,,,No
7480,,,No
7481,,,No
7482,,,No
7483,,,No
7484,,,No
7485,,,No
7486,,,No
